,,gold,,,,3refs,,,,8refs,,,,7refs,,,,4refs,,,,1refs,,,,2refs,,,,6refs,,,,5refs,
21,7,-0.07058823529411765,ORDERED with align,26,5,0.6538461538461539,ORDERED with align,25,9,0.39999999999999997,ORDERED with align,25,9,0.39999999999999997,ORDERED with align,26,8,0.49022556390977434,ORDERED with align,26,8,0.49022556390977434,ORDERED with align,26,8,0.49022556390977434,ORDERED with align,26,5,0.6538461538461539,ORDERED with align,26,5,0.6538461538461539,ORDERED with align
2,0,0.9999999999999999,ORDERED with align,17,6,0.11515151515151514,ORDERED with align,17,6,0.11515151515151514,ORDERED with align,17,6,0.11515151515151514,ORDERED with align,8,4,0.2121212121212121,ORDERED with align,9,4,0.6,ORDERED with align,8,4,0.2121212121212121,ORDERED with align,17,6,0.11515151515151514,ORDERED with align,17,6,0.11515151515151514,ORDERED with align
5,0,1.0,ORDERED with align,12,5,0.8791208791208791,ORDERED with align,12,5,0.8791208791208791,ORDERED with align,12,5,0.8791208791208791,ORDERED with align,12,5,0.8791208791208791,ORDERED with align,12,5,0.8791208791208791,ORDERED with align,12,5,0.8791208791208791,ORDERED with align,12,5,0.8791208791208791,ORDERED with align,12,5,0.8791208791208791,ORDERED with align
10,5,-0.09782608695652174,ORDERED with align,28,4,-0.3571428571428572,ORDERED with align,28,4,-0.3571428571428572,ORDERED with align,28,4,-0.3571428571428572,ORDERED with align,28,4,-0.3571428571428572,ORDERED with align,28,4,-0.3571428571428572,ORDERED with align,28,4,-0.3571428571428572,ORDERED with align,28,4,-0.3571428571428572,ORDERED with align,28,4,-0.3571428571428572,ORDERED with align
9,0,0.9999999999999999,ORDERED with align,18,3,0.690909090909091,ORDERED with align,25,7,0.42414860681114547,ORDERED with align,25,7,0.42414860681114547,ORDERED with align,25,7,0.42414860681114547,ORDERED with align,25,7,0.42414860681114547,ORDERED with align,25,7,0.42414860681114547,ORDERED with align,18,2,-0.3,ORDERED with align,18,2,-0.3,ORDERED with align
2,2,0.8988648090815273,ORDERED with align,18,2,0.09999999999999999,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align
9,0,1.0,ORDERED with align,23,2,0.6363636363636362,ORDERED with align,23,2,0.6363636363636362,ORDERED with align,23,2,0.6363636363636362,ORDERED with align,24,5,0.6293706293706295,ORDERED with align,24,5,0.6293706293706295,ORDERED with align,23,2,0.6363636363636362,ORDERED with align,23,2,0.6363636363636362,ORDERED with align,23,2,0.6363636363636362,ORDERED with align
6,2,0.9278195488721804,ORDERED with align,21,3,-0.2571428571428572,ORDERED with align,21,3,-0.2571428571428572,ORDERED with align,21,3,-0.2571428571428572,ORDERED with align,21,3,-0.2571428571428572,ORDERED with align,21,3,-0.2571428571428572,ORDERED with align,21,3,-0.2571428571428572,ORDERED with align,25,11,0.4947368421052631,ORDERED with align,21,3,-0.2571428571428572,ORDERED with align
2,2,0.8626373626373626,ORDERED with align,24,5,0.6293706293706295,ORDERED with align,25,7,0.38461538461538464,ORDERED with align,10,3,-0.03571428571428572,ORDERED with align,24,5,0.6293706293706295,ORDERED with align,24,5,0.6293706293706295,ORDERED with align,24,5,0.6293706293706295,ORDERED with align,13,2,0.6571428571428573,ORDERED with align,24,5,0.6293706293706295,ORDERED with align
7,2,0.9397233201581027,ORDERED with align,0,0,0.9999999999999998,ORDERED with align,24,9,0.6904347826086955,ORDERED with align,24,9,0.6904347826086955,ORDERED with align,26,5,-0.642857142857143,ORDERED with align,26,5,-0.642857142857143,ORDERED with align,26,5,-0.642857142857143,ORDERED with align,26,5,-0.642857142857143,ORDERED with align,29,6,0.5170278637770898,ORDERED with align
5,1,0.9954887218045112,ORDERED with align,24,8,0.4892857142857142,ORDERED with align,24,8,0.4892857142857142,ORDERED with align,24,8,0.4892857142857142,ORDERED with align,22,10,0.3987012987012987,ORDERED with align,24,8,0.4892857142857142,ORDERED with align,24,8,0.4892857142857142,ORDERED with align,24,8,0.4892857142857142,ORDERED with align,22,10,0.3987012987012987,ORDERED with align
5,0,1.0,ORDERED with align,18,3,0.09999999999999999,ORDERED with align,18,3,0.09999999999999999,ORDERED with align,25,8,0.5964912280701754,ORDERED with align,23,8,0.36470588235294116,ORDERED with align,25,8,0.5964912280701754,ORDERED with align,25,8,0.5964912280701754,ORDERED with align,25,8,0.5964912280701754,ORDERED with align,18,3,0.09999999999999999,ORDERED with align
0,0,1.0,ORDERED with align,6,1,0.6571428571428573,ORDERED with align,6,1,0.6571428571428573,ORDERED with align,6,1,0.6571428571428573,ORDERED with align,18,1,0.5428571428571429,ORDERED with align,18,1,0.5428571428571429,ORDERED with align,18,1,0.5428571428571429,ORDERED with align,18,1,0.5428571428571429,ORDERED with align,6,1,0.6571428571428573,ORDERED with align
3,2,0.981424148606811,ORDERED with align,18,5,-0.2380952380952381,ORDERED with align,18,5,-0.2380952380952381,ORDERED with align,0,0,1.0,ORDERED with align,18,5,-0.2380952380952381,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,18,5,-0.2380952380952381,ORDERED with align,18,5,-0.2380952380952381,ORDERED with align
14,6,0.9348659003831418,ORDERED with align,30,9,0.4701298701298702,ORDERED with align,30,9,0.4701298701298702,ORDERED with align,32,2,0.07142857142857144,ORDERED with align,30,9,0.4701298701298702,ORDERED with align,32,2,0.07142857142857144,ORDERED with align,32,2,0.07142857142857144,ORDERED with align,30,9,0.4701298701298702,ORDERED with align,30,9,0.4701298701298702,ORDERED with align
3,2,0.993984962406015,ORDERED with align,22,3,0.6666666666666669,ORDERED with align,22,3,0.6666666666666669,ORDERED with align,21,3,0.3214285714285715,ORDERED with align,21,3,0.3214285714285715,ORDERED with align,22,3,0.6666666666666669,ORDERED with align,22,3,0.6666666666666669,ORDERED with align,21,1,0.7999999999999999,ORDERED with align,22,3,0.6666666666666669,ORDERED with align
4,3,-1.0,ORDERED with align,6,1,0.39999999999999997,ORDERED with align,6,1,0.39999999999999997,ORDERED with align,6,1,0.39999999999999997,ORDERED with align,6,1,0.39999999999999997,ORDERED with align,6,1,0.39999999999999997,ORDERED with align,6,1,0.39999999999999997,ORDERED with align,5,2,0.6785714285714287,ORDERED with align,6,1,0.39999999999999997,ORDERED with align
6,2,-0.5549450549450549,ORDERED with align,17,3,-0.642857142857143,ORDERED with align,17,3,-0.642857142857143,ORDERED with align,15,4,-0.3,ORDERED with align,15,4,-0.3,ORDERED with align,15,4,-0.3,ORDERED with align,17,3,-0.642857142857143,ORDERED with align,17,3,-0.642857142857143,ORDERED with align,17,3,-0.642857142857143,ORDERED with align
8,3,0.9264705882352943,ORDERED with align,24,4,0.5833333333333334,ORDERED with align,24,4,0.5833333333333334,ORDERED with align,23,4,-0.10714285714285716,ORDERED with align,23,4,-0.10714285714285716,ORDERED with align,23,4,-0.10714285714285716,ORDERED with align,24,4,0.5833333333333334,ORDERED with align,24,4,0.5833333333333334,ORDERED with align,24,4,0.5833333333333334,ORDERED with align
4,0,1.0,ORDERED with align,14,4,0.3076923076923077,ORDERED with align,14,4,0.3076923076923077,ORDERED with align,14,4,0.3076923076923077,ORDERED with align,14,4,0.3076923076923077,ORDERED with align,14,4,0.3076923076923077,ORDERED with align,14,4,0.3076923076923077,ORDERED with align,14,4,0.3076923076923077,ORDERED with align,14,4,0.3076923076923077,ORDERED with align
27,0,1.0,ORDERED with align,42,2,0.6,ORDERED with align,42,2,0.6,ORDERED with align,42,2,0.6,ORDERED with align,42,2,0.6,ORDERED with align,42,2,0.6,ORDERED with align,42,2,0.6,ORDERED with align,42,2,0.6,ORDERED with align,42,2,0.6,ORDERED with align
6,3,0.7696969696969697,ORDERED with align,13,3,0.8454545454545455,ORDERED with align,13,3,0.8454545454545455,ORDERED with align,13,3,0.8454545454545455,ORDERED with align,13,3,0.8454545454545455,ORDERED with align,13,3,0.8454545454545455,ORDERED with align,13,3,0.8454545454545455,ORDERED with align,13,3,0.8454545454545455,ORDERED with align,13,3,0.8454545454545455,ORDERED with align
3,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,21,1,0.0,ORDERED with align,21,1,0.0,ORDERED with align,21,1,0.0,ORDERED with align,20,3,0.6904761904761906,ORDERED with align,21,1,0.0,ORDERED with align,20,3,0.6904761904761906,ORDERED with align,21,1,0.0,ORDERED with align
0,0,1.0,ORDERED with align,11,1,0.0,ORDERED with align,10,4,0.28571428571428575,ORDERED with align,10,4,0.28571428571428575,ORDERED with align,19,6,0.41958041958041964,ORDERED with align,19,6,0.41958041958041964,ORDERED with align,10,4,0.28571428571428575,ORDERED with align,11,1,0.0,ORDERED with align,10,4,0.28571428571428575,ORDERED with align
1,1,0.9911764705882352,ORDERED with align,8,0,1.0,ORDERED with align,20,7,0.22142857142857136,ORDERED with align,20,7,0.22142857142857136,ORDERED with align,8,0,1.0,ORDERED with align,16,2,0.09999999999999999,ORDERED with align,20,7,0.22142857142857136,ORDERED with align,20,7,0.22142857142857136,ORDERED with align,20,7,0.22142857142857136,ORDERED with align
2,0,1.0,ORDERED with align,5,1,0.14285714285714288,ORDERED with align,5,1,0.14285714285714288,ORDERED with align,5,1,-0.3714285714285715,ORDERED with align,5,1,0.14285714285714288,ORDERED with align,5,1,0.14285714285714288,ORDERED with align,5,1,0.14285714285714288,ORDERED with align,5,1,0.14285714285714288,ORDERED with align,5,1,-0.3714285714285715,ORDERED with align
0,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align
2,1,0.6606060606060605,ORDERED with align,9,2,0.2380952380952381,ORDERED with align,9,2,0.2380952380952381,ORDERED with align,9,2,0.2380952380952381,ORDERED with align,9,2,0.2380952380952381,ORDERED with align,9,2,0.2380952380952381,ORDERED with align,9,2,0.2380952380952381,ORDERED with align,9,2,0.2380952380952381,ORDERED with align,9,2,0.2380952380952381,ORDERED with align
6,3,0.8464144551101074,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align,23,5,0.06666666666666665,ORDERED with align
0,0,1.0,ORDERED with align,19,2,0.3,ORDERED with align,19,2,0.3,ORDERED with align,19,2,0.3,ORDERED with align,19,2,0.3,ORDERED with align,19,2,0.3,ORDERED with align,19,2,0.3,ORDERED with align,19,2,0.3,ORDERED with align,19,2,0.3,ORDERED with align
7,2,0.9,ORDERED with align,9,3,-0.09523809523809526,ORDERED with align,9,3,-0.09523809523809526,ORDERED with align,9,3,-0.09523809523809526,ORDERED with align,9,3,-0.09523809523809526,ORDERED with align,9,3,-0.09523809523809526,ORDERED with align,9,3,-0.09523809523809526,ORDERED with align,9,3,-0.09523809523809526,ORDERED with align,9,3,-0.09523809523809526,ORDERED with align
4,2,-0.2606060606060606,ORDERED with align,22,5,0.5714285714285714,ORDERED with align,15,2,0.9636363636363637,ORDERED with align,15,2,0.9636363636363637,ORDERED with align,15,2,0.9636363636363637,ORDERED with align,22,5,0.5714285714285714,ORDERED with align,22,5,0.5714285714285714,ORDERED with align,22,5,0.5714285714285714,ORDERED with align,22,5,0.5714285714285714,ORDERED with align
2,1,0.9422084623323013,ORDERED with align,18,4,0.6098901098901099,ORDERED with align,23,8,0.30147058823529416,ORDERED with align,23,8,0.30147058823529416,ORDERED with align,23,8,0.30147058823529416,ORDERED with align,18,4,0.6098901098901099,ORDERED with align,18,4,0.6098901098901099,ORDERED with align,18,4,0.6098901098901099,ORDERED with align,18,4,0.6098901098901099,ORDERED with align
2,0,1.0,ORDERED with align,10,2,0.7714285714285715,ORDERED with align,10,2,0.7714285714285715,ORDERED with align,10,2,0.7714285714285715,ORDERED with align,10,2,0.7714285714285715,ORDERED with align,10,2,0.7714285714285715,ORDERED with align,10,2,0.7714285714285715,ORDERED with align,10,2,0.7714285714285715,ORDERED with align,10,2,0.7714285714285715,ORDERED with align
3,1,0.9790209790209792,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
15,6,0.8530769230769231,ORDERED with align,35,1,0.39999999999999997,ORDERED with align,35,1,0.39999999999999997,ORDERED with align,35,1,0.39999999999999997,ORDERED with align,35,1,0.39999999999999997,ORDERED with align,34,4,0.19047619047619052,ORDERED with align,35,1,0.39999999999999997,ORDERED with align,35,1,0.39999999999999997,ORDERED with align,35,1,0.39999999999999997,ORDERED with align
5,1,0.9955506117908787,ORDERED with align,30,2,0.5,ORDERED with align,30,2,0.5,ORDERED with align,30,2,0.5,ORDERED with align,30,2,0.5,ORDERED with align,28,4,-0.2380952380952381,ORDERED with align,30,2,0.5,ORDERED with align,30,2,0.5,ORDERED with align,30,2,0.5,ORDERED with align
6,1,0.9674876847290638,ORDERED with align,31,2,0.08571428571428573,ORDERED with align,31,2,0.08571428571428573,ORDERED with align,31,2,0.08571428571428573,ORDERED with align,31,2,0.08571428571428573,ORDERED with align,30,1,0.7999999999999999,ORDERED with align,31,2,0.08571428571428573,ORDERED with align,31,2,0.08571428571428573,ORDERED with align,31,2,0.08571428571428573,ORDERED with align
10,2,0.2657342657342658,ORDERED with align,17,6,-0.14545454545454548,ORDERED with align,17,6,-0.14545454545454548,ORDERED with align,17,6,-0.14545454545454548,ORDERED with align,17,6,-0.14545454545454548,ORDERED with align,17,6,-0.14545454545454548,ORDERED with align,17,6,-0.14545454545454548,ORDERED with align,17,6,-0.14545454545454548,ORDERED with align,17,6,-0.14545454545454548,ORDERED with align
5,3,0.9480519480519479,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,15,0,1.0,ORDERED with align,15,0,1.0,ORDERED with align,15,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,15,0,1.0,ORDERED with align,22,1,0.8928571428571429,ORDERED with align
1,0,1.0,ORDERED with align,15,3,-0.28571428571428575,ORDERED with align,14,7,0.7499999999999999,ORDERED with align,14,7,0.7499999999999999,ORDERED with align,14,7,0.7499999999999999,ORDERED with align,14,7,0.7499999999999999,ORDERED with align,14,7,0.7499999999999999,ORDERED with align,15,3,-0.28571428571428575,ORDERED with align,14,3,0.15,ORDERED with align
2,0,1.0,ORDERED with align,17,6,0.48901098901098894,ORDERED with align,17,4,0.10714285714285716,ORDERED with align,17,4,0.10714285714285716,ORDERED with align,17,4,0.10714285714285716,ORDERED with align,17,6,0.48901098901098894,ORDERED with align,17,6,0.48901098901098894,ORDERED with align,17,4,0.10714285714285716,ORDERED with align,16,9,0.2175438596491228,ORDERED with align
1,0,1.0,ORDERED with align,18,6,0.4447884416924664,ORDERED with align,0,0,1.0,ORDERED with align,18,2,0.6,ORDERED with align,0,0,1.0,ORDERED with align,18,6,0.4447884416924664,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,15,3,0.5104895104895105,ORDERED with align
12,7,-0.1961038961038961,ORDERED with align,19,7,0.5789473684210527,ORDERED with align,20,3,0.1666666666666667,ORDERED with align,20,3,0.1666666666666667,ORDERED with align,20,8,0.5170278637770898,ORDERED with align,19,7,0.5789473684210527,ORDERED with align,20,8,0.5170278637770898,ORDERED with align,20,8,0.5170278637770898,ORDERED with align,19,7,0.5789473684210527,ORDERED with align
3,0,1.0,ORDERED with align,22,2,-0.028571428571428574,ORDERED with align,21,8,0.32280701754385965,ORDERED with align,21,8,0.32280701754385965,ORDERED with align,19,3,0.09523809523809526,ORDERED with align,19,3,0.09523809523809526,ORDERED with align,19,3,0.09523809523809526,ORDERED with align,19,3,0.09523809523809526,ORDERED with align,19,3,0.09523809523809526,ORDERED with align
0,0,1.0,ORDERED with align,11,1,0.8285714285714287,ORDERED with align,14,2,0.2,ORDERED with align,15,3,0.5104895104895105,ORDERED with align,14,2,0.2,ORDERED with align,14,2,0.2,ORDERED with align,14,2,0.2,ORDERED with align,14,2,0.2,ORDERED with align,14,2,0.2,ORDERED with align
1,0,1.0,ORDERED with align,13,4,0.023809523809523815,ORDERED with align,13,4,0.023809523809523815,ORDERED with align,13,4,0.023809523809523815,ORDERED with align,13,4,0.023809523809523815,ORDERED with align,13,4,0.023809523809523815,ORDERED with align,13,4,0.023809523809523815,ORDERED with align,13,4,0.023809523809523815,ORDERED with align,13,4,0.023809523809523815,ORDERED with align
7,4,0.7842105263157895,ORDERED with align,24,3,-0.30952380952380953,ORDERED with align,24,3,-0.30952380952380953,ORDERED with align,24,3,-0.30952380952380953,ORDERED with align,24,3,-0.30952380952380953,ORDERED with align,24,3,-0.30952380952380953,ORDERED with align,24,3,-0.30952380952380953,ORDERED with align,24,3,-0.30952380952380953,ORDERED with align,24,3,-0.30952380952380953,ORDERED with align
12,6,0.007352941176470588,ORDERED with align,20,3,0.1785714285714286,ORDERED with align,20,3,0.1785714285714286,ORDERED with align,20,5,0.27272727272727276,ORDERED with align,20,3,0.1785714285714286,ORDERED with align,20,5,0.27272727272727276,ORDERED with align,20,3,0.1785714285714286,ORDERED with align,20,3,0.1785714285714286,ORDERED with align,20,3,0.1785714285714286,ORDERED with align
5,1,0.9966120835686054,ORDERED with align,27,3,0.7333333333333332,ORDERED with align,27,3,0.7333333333333332,ORDERED with align,26,3,0.3142857142857143,ORDERED with align,27,3,0.7333333333333332,ORDERED with align,26,3,0.3142857142857143,ORDERED with align,27,3,0.7333333333333332,ORDERED with align,27,3,0.7333333333333332,ORDERED with align,27,3,0.7333333333333332,ORDERED with align
5,2,-0.5174825174825175,ORDERED with align,22,7,0.475,ORDERED with align,15,4,0.4047619047619048,ORDERED with align,15,4,0.4047619047619048,ORDERED with align,22,7,0.475,ORDERED with align,15,4,0.4047619047619048,ORDERED with align,24,7,0.5808823529411765,ORDERED with align,15,4,0.4047619047619048,ORDERED with align,15,2,0.3,ORDERED with align
0,0,1.0,ORDERED with align,21,3,0.14285714285714288,ORDERED with align,18,3,-0.7714285714285715,ORDERED with align,24,9,0.2411764705882353,ORDERED with align,21,3,0.14285714285714288,ORDERED with align,24,9,0.2411764705882353,ORDERED with align,18,3,-0.7714285714285715,ORDERED with align,24,9,0.2411764705882353,ORDERED with align,21,3,0.14285714285714288,ORDERED with align
2,0,1.0,ORDERED with align,20,3,0.23636363636363633,ORDERED with align,20,3,0.23636363636363633,ORDERED with align,21,3,0.4642857142857144,ORDERED with align,20,3,0.23636363636363633,ORDERED with align,20,3,0.23636363636363633,ORDERED with align,20,3,0.23636363636363633,ORDERED with align,20,3,0.23636363636363633,ORDERED with align,20,3,0.23636363636363633,ORDERED with align
0,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,20,4,0.07142857142857144,ORDERED with align,13,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align
5,2,-0.18787878787878787,ORDERED with align,17,5,0.04895104895104895,ORDERED with align,17,5,0.04895104895104895,ORDERED with align,17,5,0.04895104895104895,ORDERED with align,17,5,0.04895104895104895,ORDERED with align,17,5,0.04895104895104895,ORDERED with align,17,5,0.04895104895104895,ORDERED with align,17,5,0.04895104895104895,ORDERED with align,17,5,0.04895104895104895,ORDERED with align
9,3,0.41208791208791207,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,16,4,-0.25,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,16,4,-0.25,ORDERED with align,16,4,-0.25,ORDERED with align,0,0,1.0,ORDERED with align
13,3,0.9052631578947368,ORDERED with align,25,1,0.25,ORDERED with align,25,1,0.25,ORDERED with align,24,9,0.3789473684210526,ORDERED with align,25,1,0.25,ORDERED with align,25,1,0.25,ORDERED with align,24,9,0.3789473684210526,ORDERED with align,24,9,0.3789473684210526,ORDERED with align,25,1,0.25,ORDERED with align
5,1,-0.4303405572755417,ORDERED with align,0,0,1.0,ORDERED with align,20,6,-0.09090909090909088,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,20,6,-0.09090909090909088,ORDERED with align
0,0,1.0,ORDERED with align,9,2,0.8857142857142858,ORDERED with align,18,4,0.0,ORDERED with align,9,3,-0.19999999999999998,ORDERED with align,9,3,-0.19999999999999998,ORDERED with align,9,3,-0.19999999999999998,ORDERED with align,11,5,0.5833333333333334,ORDERED with align,9,3,-0.19999999999999998,ORDERED with align,18,4,0.0,ORDERED with align
3,3,0.6467532467532467,ORDERED with align,18,4,-0.5515151515151515,ORDERED with align,20,5,-0.03636363636363637,ORDERED with align,20,3,-0.4285714285714286,ORDERED with align,20,3,-0.4285714285714286,ORDERED with align,20,5,-0.03636363636363637,ORDERED with align,18,4,-0.5515151515151515,ORDERED with align,20,3,-0.4285714285714286,ORDERED with align,20,5,-0.03636363636363637,ORDERED with align
4,0,1.0,ORDERED with align,24,9,0.5058823529411764,ORDERED with align,21,3,0.07142857142857144,ORDERED with align,21,2,0.14285714285714288,ORDERED with align,21,2,0.14285714285714288,ORDERED with align,24,9,0.5058823529411764,ORDERED with align,24,9,0.5058823529411764,ORDERED with align,21,3,0.07142857142857144,ORDERED with align,21,3,0.07142857142857144,ORDERED with align
